Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,Expected goals,Assists,Expected assists,Duels/90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions/90,Defensive duels/90,"Defensive duels won, %",Aerial duels/90,"Aerial duels won, %",Sliding tackles/90,PAdj Sliding tackles,Shots blocked/90,Interceptions/90,PAdj Interceptions,Fouls/90,Yellow cards,Yellow cards/90,Red cards,Red cards/90,Successful attacking actions/90,Goals/90,Non-penalty goals,Non-penalty goals/90,Expected goals/90,Head goals,Head goals/90,Shots,Shots/90,"Shots on target, %","Goal conversion, %",Assists/90,Crosses/90,"Accurate crosses, %",Crosses from left flank/90,"Accurate crosses from left flank, %",Crosses from right flank/90,"Accurate crosses from right flank, %",Crosses to goalie box/90,Dribbles/90,"Successful dribbles, %",Offensive duels/90,"Offensive duels won, %",Touches in box/90,Progressive runs/90,Accelerations/90,Received passes/90,Received long passes/90,Fouls suffered/90,Passes/90,"Accurate passes, %",Forward passes/90,"Accurate forward passes, %",Back passes/90,"Accurate back passes, %",Lateral passes/90,"Accurate lateral passes, %",Short / medium passes/90,"Accurate short / medium passes, %",Long passes/90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Expected assists/90,Shot assists/90,Second assists/90,Third assists/90,Smart passes/90,"Accurate smart passes, %",Key passes/90,Passes to final third/90,"Accurate passes to final third, %",Passes to penalty area/90,"Accurate passes to penalty area, %",Through passes/90,"Accurate through passes, %",Deep completions/90,Deep completed crosses/90,Progressive passes/90,"Accurate progressive passes, %",Conceded goals,Conceded goals/90,Shots against,Shots against/90,Clean sheets,"Save rate, %",Expected goals conceded,Expected goals conceded/90,Prevented goals,Prevented goals/90,Back passes received by GK/90,Exits/90,Aerial duels/90 (GK),Free kicks/90,Direct free kicks/90,"Direct free kicks on target, %",Corners/90,Penalties taken,"Penalty conversion, %"
Dominic Kitteridge,Team 39,Team 39,"AMF, LW, CF",25,2000000,2026-12-31,16,1179,3,3.05,0,0.83,13.97,43.17,Turkey,Turkey,right,185,76,yes,3.97,3.82,58.0,1.37,33.33,0.15,0.26,0.0,1.6,2.74,0.53,0,0.0,0,0.0,1.83,0.23,3,0.23,0.23,0,0.0,21,1.6,71.43,14.286,0.0,0.76,0.0,0.46,0.0,0.31,0.0,0.08,1.45,47.37,7.71,37.62,2.6,0.46,0.15,14.73,2.21,1.53,20.69,74.91,6.87,63.33,4.81,95.24,5.34,72.86,18.55,79.01,1.37,61.11,17.24,16.93,0.06,0.61,0.15,0.0,0.08,0.0,0.38,2.75,58.33,1.45,42.11,0.15,0.0,0.99,0.0,2.75,77.78,0,,0,,0,0.0,0.0,0.0,,,0.31,,,0.92,0.0,0.0,1.22,0,0.0
Oliver Radcliffe,Team 39,Team 39,"LW, LCMF, RCMF",26,1000000,2028-12-31,2,112,1,0.16,0,0.08,21.7,55.56,Sweden,Sweden,right,183,79,yes,7.23,4.82,66.67,1.61,0.0,0.8,1.67,0.0,3.21,6.67,1.61,0,0.0,0,0.0,3.21,0.8,1,0.8,0.13,0,0.0,3,2.41,33.33,33.333,0.0,1.61,50.0,1.61,50.0,0.0,0.0,0.0,3.21,50.0,12.86,50.0,0.8,4.82,0.0,40.18,0.8,3.21,44.2,83.64,11.25,78.57,4.82,83.33,20.89,84.62,40.18,88.0,3.21,50.0,18.51,43.5,0.07,0.8,0.0,0.0,0.0,0.0,0.8,7.23,88.89,2.41,66.67,0.0,0.0,1.61,0.8,9.64,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.8,0.8,0.0,0.0,0,0.0
Xavier Waverley,Team 39,Team 39,CB,31,600000,2027-12-31,19,1645,1,2.37,0,0.0,8.21,65.33,Paraguay,Paraguay,right,192,92,yes,6.46,2.74,68.0,3.61,68.18,0.27,0.42,0.55,4.32,6.62,1.09,3,0.16,0,0.0,0.22,0.05,1,0.05,0.13,1,0.05,13,0.71,23.08,7.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,100.0,0.55,50.0,0.93,0.05,0.0,17.29,0.16,0.33,24.35,89.21,5.58,66.67,2.35,97.67,13.84,97.23,22.71,92.05,1.64,50.0,19.89,32.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,55.56,0.11,50.0,0.0,0.0,0.11,0.0,2.84,48.08,0,,0,,0,0.0,0.0,0.0,,,2.02,,,0.0,0.0,0.0,0.0,0,0.0
Roman Talbot,Team 39,Team 39,"LB, LWB",33,600000,2026-11-30,13,939,0,0.67,0,0.8,11.69,55.74,Serbia,"Serbia, France",left,179,70,yes,6.81,5.75,68.33,1.25,38.46,0.1,0.13,0.0,2.78,3.82,0.58,2,0.19,0,0.0,1.92,0.0,0,0.0,0.06,0,0.0,6,0.58,0.0,0.0,0.0,3.26,38.24,3.16,39.39,0.0,0.0,0.58,1.53,43.75,3.45,52.78,0.96,2.59,0.19,22.72,2.68,1.15,30.19,79.68,9.49,70.71,5.75,96.67,10.16,74.53,24.92,87.31,2.2,52.17,19.63,28.5,0.08,0.58,0.1,0.0,0.0,0.0,0.19,3.26,79.41,3.74,46.15,0.29,33.33,0.67,1.34,6.61,72.46,0,,0,,0,0.0,0.0,0.0,,,0.67,,,0.0,0.0,0.0,0.19,0,0.0
Noah Mercer,Team 39,Team 39,"RWB, RB",32,500000,2027-12-31,9,665,0,0.28,0,0.23,9.74,44.44,Spain,Spain,right,179,78,yes,5.95,5.95,59.09,0.81,16.67,0.0,0.0,0.27,2.44,3.53,1.22,1,0.14,0,0.0,1.22,0.0,0,0.0,0.04,0,0.0,6,0.81,50.0,0.0,0.0,2.57,21.05,0.0,0.0,2.57,21.05,0.27,0.95,28.57,2.44,22.22,0.54,0.95,0.27,19.08,1.89,0.14,24.77,75.96,9.74,69.44,3.92,96.55,7.44,74.55,18.68,87.68,3.65,55.56,21.27,36.29,0.03,0.27,0.0,0.0,0.0,0.0,0.0,2.84,71.43,2.03,26.67,0.0,0.0,0.0,0.54,5.55,73.17,0,,0,,0,0.0,0.0,0.0,,,0.41,,,0.54,0.14,100.0,0.41,0,0.0
Nikolai Monroe,Team 39,Team 39,"AMF, RW",29,500000,2026-11-30,18,1125,1,2.36,1,1.18,13.84,42.77,Austria,Austria,left,176,61,yes,2.72,3.04,39.47,2.32,34.48,0.08,0.12,0.16,1.44,2.13,0.8,0,0.0,0,0.0,2.4,0.08,1,0.08,0.19,0,0.0,22,1.76,40.91,4.545,0.08,2.72,23.53,0.48,33.33,2.24,21.43,0.24,2.48,41.94,7.28,46.15,2.64,1.04,0.16,13.52,1.76,2.0,18.56,71.55,2.88,63.89,5.28,93.94,6.4,61.25,14.56,82.42,1.36,52.94,20.7,27.97,0.09,1.76,0.08,0.0,0.0,0.0,0.64,1.12,64.29,2.64,36.36,0.08,100.0,1.04,0.48,2.88,55.56,0,,0,,0,0.0,0.0,0.0,,,0.16,,,0.16,0.08,0.0,1.6,0,0.0
Stefan Ravensdale,Team 39,Team 39,"RWB, RB",35,500000,2026-11-30,8,448,0,0.08,1,1.05,13.06,46.15,Ireland,Ireland,right,180,69,yes,7.83,7.43,54.05,1.61,50.0,0.0,0.0,0.2,3.82,6.13,1.81,1,0.2,0,0.0,2.21,0.0,0,0.0,0.02,0,0.0,5,1.0,20.0,0.0,0.2,3.62,44.44,0.0,0.0,3.21,37.5,0.6,0.8,50.0,2.21,36.36,0.8,1.21,0.6,18.88,2.01,0.4,29.93,66.44,11.45,61.4,4.42,95.45,9.64,62.5,22.9,74.56,3.82,31.58,19.33,31.32,0.21,1.21,0.0,0.0,0.0,0.0,1.0,3.62,55.56,5.42,44.44,0.0,0.0,0.8,1.81,7.43,56.76,0,,0,,0,0.0,0.0,0.0,,,0.2,,,0.2,0.0,0.0,1.0,0,0.0
Dylan Pemberton,Team 39,Team 39,GK,33,400000,2026-12-31,20,1995,0,0.0,0,0.0,0.86,89.47,Colombia,Colombia,right,186,88,yes,1.53,0.09,50.0,0.63,92.86,0.05,0.07,0.0,1.44,2.19,0.05,1,0.05,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,100.0,0.0,0.0,0.0,13.31,0.18,0.36,25.89,80.49,13.49,67.56,0.0,0.0,12.09,95.15,15.92,95.75,9.92,56.36,37.96,54.53,0.0,0.0,0.05,0.0,0.0,0.0,0.0,3.74,48.19,0.41,22.22,0.23,20.0,0.05,0.0,7.04,69.87,12,0.54,65,2.93,14,81.54,15.25,0.69,3.25,0.147,0.0,2.26,0.63,,,,0.0,0,0.0
Finnegan Sterling,Team 39,Team 39,CF,31,400000,2027-12-31,19,1007,4,3.25,0,0.54,20.47,45.41,Albania,Albania,right,185,75,yes,3.4,4.02,33.33,7.33,48.78,0.45,0.72,0.18,1.61,2.6,3.31,1,0.09,0,0.0,1.25,0.36,4,0.36,0.29,2,0.18,23,2.06,43.48,17.391,0.0,0.98,9.09,0.36,0.0,0.63,14.29,0.18,0.45,40.0,5.72,53.13,3.57,0.27,0.18,8.31,0.98,3.57,10.99,67.48,2.06,56.52,3.04,97.06,3.57,52.5,9.83,73.64,0.18,50.0,13.86,2.15,0.05,0.71,0.0,0.0,0.27,33.33,0.54,1.16,76.92,1.16,23.08,0.27,33.33,0.54,0.18,1.25,64.29,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.09,0.09,0.0,0.0,1,0.0
Jonas Kitteridge,Team 39,Team 39,CF,37,300000,2026-11-30,15,946,2,2.6,1,0.65,14.56,45.75,Serbia,Serbia,right,190,80,yes,2.38,1.71,33.33,5.23,49.09,0.0,0.0,0.1,1.81,2.66,1.05,0,0.0,0,0.0,2.0,0.19,2,0.19,0.25,2,0.19,16,1.52,62.5,12.5,0.1,0.29,33.33,0.1,0.0,0.19,50.0,0.0,1.14,66.67,5.23,41.82,2.66,0.1,0.1,7.8,1.62,1.62,10.66,66.07,2.57,55.56,2.57,81.48,2.38,64.0,10.27,66.67,0.1,100.0,13.61,3.18,0.06,0.67,0.0,0.0,0.29,66.67,0.29,1.52,50.0,0.95,50.0,0.29,66.67,0.38,0.1,1.52,56.25,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Theo Sterling,Team 39,Team 39,"LW, AMF",26,250000,2027-12-31,9,303,1,0.81,0,0.44,19.9,40.3,Denmark,"Denmark, Germany",right,175,66,yes,2.97,5.05,35.29,2.08,0.0,0.0,0.0,0.3,1.19,1.64,2.08,1,0.3,0,0.0,5.35,0.3,1,0.3,0.24,0,0.0,6,1.78,50.0,16.667,0.0,2.38,50.0,2.08,42.86,0.3,100.0,0.89,5.05,64.71,10.99,48.65,3.27,4.75,0.0,15.74,1.19,2.08,16.93,77.19,3.56,75.0,4.46,86.67,5.35,83.33,14.55,81.63,0.0,0.0,16.27,0.0,0.13,2.08,0.3,0.0,0.0,0.0,0.89,1.78,83.33,1.78,66.67,0.0,0.0,0.59,1.19,3.56,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Isaac Harrington,Team 39,Team 39,LCB,38,200000,2026-11-30,2,54,0,0.0,0,0.0,10.0,33.33,Czech Republic,Czech Republic,left,188,83,yes,6.67,6.67,25.0,1.67,0.0,1.67,2.5,0.0,3.33,5.0,3.33,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.67,100.0,0.0,3.33,0.0,30.0,1.67,1.67,38.33,86.96,11.67,100.0,0.0,0.0,23.33,78.57,31.67,100.0,5.0,33.33,24.97,19.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,87.5,1.67,0.0,0.0,0.0,0.0,0.0,10.0,83.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Declan Crestwood,Team 39,Team 39,"RCB, CB",31,50000,2027-12-31,17,1672,0,0.19,1,0.28,13.35,62.1,Albania,Albania,right,187,86,yes,8.77,6.3,59.83,3.28,62.3,0.16,0.26,0.59,4.84,7.76,1.78,3,0.16,0,0.0,0.11,0.0,0,0.0,0.01,0,0.0,4,0.22,0.0,0.0,0.05,0.27,20.0,0.0,0.0,0.27,20.0,0.0,0.11,50.0,1.99,62.16,0.81,0.92,0.16,28.74,0.22,1.29,43.28,87.44,18.3,79.71,3.66,98.53,16.53,93.81,39.56,92.65,3.44,32.81,20.02,39.71,0.01,0.11,0.0,0.0,0.05,0.0,0.05,5.01,62.37,0.81,13.33,0.22,0.0,0.27,0.05,7.27,65.93,0,,0,,0,0.0,0.0,0.0,,,2.05,,,0.0,0.0,0.0,0.0,0,0.0
Alexander Linwood,Team 39,Team 39,"AMF, LCMF",24,550000,2028-12-31,1,19,1,0.56,0,0.0,,,Netherlands,"Netherlands, Portugal",right,174,72,yes,,,,,,,0.0,,,0.0,,0,,0,,,,1,,,0,,1,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.77,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Liam Crestwood,Team 39,Team 39,"RB, RWB",24,450000,2026-12-31,12,696,0,0.1,1,1.12,20.56,50.31,Portugal,Portugal,right,183,75,yes,5.95,5.56,69.77,2.07,62.5,0.26,0.42,0.0,1.81,2.96,1.16,1,0.13,0,0.0,3.49,0.0,0,0.0,0.01,0,0.0,2,0.26,0.0,0.0,0.13,2.97,34.78,0.0,0.0,2.84,36.36,0.26,4.66,52.78,11.64,38.89,1.29,3.23,0.13,25.47,2.46,0.52,35.17,78.68,8.15,60.32,10.6,93.9,8.92,73.91,30.13,84.98,2.33,50.0,17.54,39.79,0.14,1.29,0.0,0.0,0.0,0.0,0.91,2.97,69.57,3.62,46.43,0.39,66.67,1.16,1.03,5.82,57.78,0,,0,,0,0.0,0.0,0.0,,,0.91,,,0.0,0.0,0.0,0.0,0,0.0
Isaac Clairmont,Team 39,Team 39,"RCMF, RW",23,650000,2027-12-31,6,97,0,0.05,0,0.0,25.05,55.56,Brazil,Brazil,right,175,67,yes,13.92,14.85,43.75,0.93,100.0,2.78,4.74,0.0,4.64,7.89,6.49,0,0.0,0,0.0,1.86,0.0,0,0.0,0.05,0,0.0,1,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,100.0,4.64,100.0,0.0,0.93,0.0,21.34,0.0,2.78,34.33,86.49,1.86,100.0,8.35,88.89,19.48,85.71,32.47,88.57,1.86,50.0,19.27,16.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,100.0,0,,0,,0,0.0,0.0,0.0,,,1.86,,,0.0,0.0,0.0,0.0,0,0.0
Rowan Whitmore,Team 39,Team 39,"AMF, LAMF",21,550000,2028-12-31,2,26,0,0.0,0,0.21,,,Netherlands,Netherlands,right,178,71,yes,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.52,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Stefan Winslow,Team 39,Team 39,"LB, LW",25,450000,2026-11-30,13,516,1,0.7,1,0.62,16.22,53.76,Georgia,"Georgia, Italy",left,176,76,yes,8.2,6.8,58.97,1.92,81.82,0.17,0.29,0.0,4.01,6.63,1.4,1,0.17,0,0.0,3.31,0.17,1,0.17,0.12,0,0.0,5,0.87,80.0,20.0,0.17,3.31,42.11,2.97,41.18,0.35,50.0,0.17,2.27,53.85,5.76,39.39,1.57,2.27,1.05,23.37,2.27,1.92,34.01,76.92,13.08,72.0,5.76,93.94,8.9,78.43,26.34,88.08,4.36,36.0,22.51,26.99,0.11,0.87,0.0,0.0,0.0,0.0,0.7,3.84,63.64,2.79,50.0,0.0,0.0,0.35,1.74,8.9,68.63,0,,0,,0,0.0,0.0,0.0,,,0.52,,,0.0,0.0,0.0,0.17,0,0.0
Leon Brecken,Team 39,Team 39,"RCMF, RW, AMF",24,500000,2026-12-31,19,1643,4,1.45,3,2.57,14.79,57.78,Georgia,"Georgia, Spain",right,175,70,yes,5.86,4.98,52.75,1.04,47.37,0.71,1.07,0.16,2.52,3.77,1.21,3,0.16,0,0.0,2.14,0.22,4,0.22,0.08,0,0.0,32,1.75,37.5,12.5,0.16,1.53,35.71,0.82,53.33,0.71,15.38,0.16,1.21,77.27,7.67,63.57,0.66,0.99,0.11,20.82,0.49,3.23,30.07,83.61,8.38,75.82,5.15,93.62,11.78,85.12,25.42,88.36,3.18,67.24,19.46,38.1,0.14,1.15,0.11,0.05,0.05,0.0,0.11,4.71,80.23,1.86,52.94,0.22,25.0,0.55,0.66,5.53,77.23,0,,0,,0,0.0,0.0,0.0,,,0.27,,,1.48,0.27,20.0,1.59,0,0.0
Dominic Sinclair,Team 39,Team 39,LCB,23,500000,2028-12-31,18,1747,0,1.19,2,0.63,13.65,60.38,United States,"United States, Spain",left,184,78,yes,8.6,6.49,61.11,3.92,65.79,0.41,0.61,0.52,4.22,6.29,1.65,5,0.26,0,0.0,0.67,0.0,0,0.0,0.06,0,0.0,13,0.67,15.38,0.0,0.1,1.13,27.27,1.13,27.27,0.0,0.0,0.21,0.36,71.43,1.96,60.53,1.13,1.39,0.1,27.87,1.08,0.88,42.3,81.61,19.52,72.82,3.92,92.11,15.51,90.37,35.34,88.78,5.82,48.67,22.36,42.21,0.03,0.36,0.0,0.0,0.0,0.0,0.26,7.52,65.75,2.06,35.0,0.41,37.5,0.36,0.41,8.86,75.0,0,,0,,0,0.0,0.0,0.0,,,1.91,,,0.05,0.0,0.0,0.0,0,0.0
Quinn Halloway,Team 39,Team 39,"LWB, LB",23,500000,2027-06-30,6,447,1,0.32,0,0.25,9.87,53.06,Hungary,Hungary,left,184,72,yes,4.23,3.62,33.33,2.21,72.73,0.4,0.71,0.0,2.62,4.64,1.01,1,0.2,0,0.0,2.62,0.2,1,0.2,0.07,0,0.0,7,1.41,42.86,14.286,0.0,2.62,30.77,2.62,30.77,0.0,0.0,0.4,1.81,66.67,2.82,57.14,1.01,1.01,0.0,16.91,2.42,0.6,22.75,61.95,6.64,54.55,3.62,94.44,9.06,55.56,18.12,68.89,2.01,40.0,20.7,33.1,0.05,0.4,0.0,0.0,0.0,0.0,0.2,2.01,40.0,3.02,33.33,0.0,0.0,0.4,0.81,3.83,68.42,0,,0,,0,0.0,0.0,0.0,,,0.81,,,0.2,0.0,0.0,0.2,0,0.0
Declan Mercer,Team 39,Team 39,"RCMF, LCMF",26,500000,2026-12-31,16,969,0,0.61,2,1.02,12.63,51.47,France,France,right,188,70,yes,6.04,6.41,53.62,1.3,64.29,0.19,0.29,0.65,2.41,3.8,2.32,3,0.28,0,0.0,0.84,0.0,0,0.0,0.06,0,0.0,10,0.93,20.0,0.0,0.19,0.37,0.0,0.09,0.0,0.28,0.0,0.09,0.84,44.44,3.99,44.19,0.56,0.65,0.19,20.71,0.09,1.58,28.98,81.09,10.77,69.83,3.99,95.35,10.03,90.74,25.17,86.72,3.44,48.65,22.31,35.65,0.09,0.65,0.0,0.0,0.28,100.0,0.46,6.04,70.77,2.23,54.17,0.46,80.0,1.21,0.0,6.5,78.57,0,,0,,0,0.0,0.0,0.0,,,0.65,,,0.46,0.09,0.0,0.37,0,0.0
Caleb Mercer,Team 39,Team 39,"LCMF, RCMF",24,450000,2026-12-31,10,688,0,0.94,1,0.23,16.61,44.88,Iceland,"Iceland, France",right,178,74,yes,7.59,5.76,50.0,2.22,64.71,0.52,0.78,0.92,4.19,6.23,2.49,3,0.39,0,0.0,1.31,0.0,0,0.0,0.12,0,0.0,10,1.31,10.0,0.0,0.13,0.39,33.33,0.13,0.0,0.26,50.0,0.0,1.7,53.85,6.67,33.33,1.96,2.62,1.05,21.85,0.26,1.31,29.56,81.86,9.29,69.01,4.45,97.06,10.2,89.74,26.29,85.07,2.88,59.09,19.86,26.42,0.03,0.78,0.0,0.13,0.39,33.33,0.26,5.23,67.5,1.96,46.67,1.05,50.0,1.05,0.13,5.49,76.19,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.0,0.0,0.0,0.0,0,0.0
Colin Northfield,Team 39,Team 39,"RCB, LCB, CB",29,450000,2026-12-31,13,935,1,0.26,0,0.09,12.22,59.84,Norway,Norway,right,187,83,yes,9.24,5.78,55.0,3.47,69.44,0.0,0.0,0.77,6.06,8.79,1.54,4,0.39,0,0.0,0.29,0.1,1,0.1,0.03,1,0.1,4,0.39,50.0,25.0,0.0,0.1,100.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,1.83,57.89,0.58,0.87,0.1,22.72,0.1,0.96,33.79,87.18,13.48,77.14,2.7,96.43,14.73,94.77,26.95,91.07,6.74,71.43,21.28,35.5,0.01,0.1,0.0,0.0,0.0,0.0,0.0,3.56,67.57,0.67,28.57,0.29,100.0,0.1,0.1,7.12,71.62,0,,0,,0,0.0,0.0,0.0,,,1.54,,,0.1,0.0,0.0,0.0,0,0.0
Callum Blackwood,Team 39,Team 39,"LW, RW, AMF",30,550000,2026-12-31,16,796,0,0.32,1,0.91,12.44,38.18,Cameroon,Cameroon,right,175,73,yes,3.17,3.62,43.75,3.28,27.59,0.34,0.48,0.0,1.24,1.75,1.47,0,0.0,0,0.0,1.92,0.0,0,0.0,0.04,0,0.0,6,0.68,33.33,0.0,0.11,2.15,36.84,0.68,66.67,1.24,27.27,0.34,1.47,53.85,4.18,45.95,1.36,1.36,0.23,15.72,1.47,1.13,20.46,77.35,4.64,60.98,5.2,95.65,7.01,74.19,16.96,84.0,1.36,58.33,17.53,14.61,0.1,0.68,0.0,0.11,0.23,50.0,0.23,1.92,76.47,2.15,36.84,0.34,66.67,0.11,0.68,4.18,62.16,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.24,0.0,0.0,0.79,0,0.0
Nathan Lansbury,Team 39,Team 39,"LCMF, RCMF",30,400000,2026-12-31,15,1153,0,0.24,0,0.26,14.75,54.5,Belgium,Belgium,left,188,80,yes,7.34,5.7,53.42,2.89,56.76,0.31,0.48,0.47,3.98,6.1,1.72,4,0.31,0,0.0,0.62,0.0,0,0.0,0.02,0,0.0,4,0.31,0.0,0.0,0.0,0.23,33.33,0.16,50.0,0.08,0.0,0.0,0.94,50.0,4.68,56.67,0.47,0.31,0.0,19.51,0.16,1.64,28.41,84.62,9.05,71.55,3.98,96.08,12.02,92.21,25.84,88.22,2.34,50.0,19.13,36.69,0.02,0.23,0.0,0.0,0.08,100.0,0.08,5.23,67.16,0.7,22.22,0.08,100.0,0.08,0.08,4.22,62.96,0,,0,,0,0.0,0.0,0.0,,,0.39,,,0.08,0.0,0.0,0.0,0,0.0
Dorian Monroe,Team 45,Team 45,CF,34,800000,2026-11-30,17,1418,5,4.15,1,1.73,14.79,33.48,Brazil,Brazil,right,185,79,yes,2.48,3.74,27.12,2.54,35.0,0.06,0.09,0.13,1.4,2.04,1.84,3,0.19,0,0.0,1.78,0.32,5,0.32,0.26,0,0.0,29,1.84,51.72,17.241,0.06,0.32,60.0,0.13,50.0,0.19,66.67,0.06,1.4,45.45,7.05,37.84,2.16,0.57,0.0,18.66,1.65,2.09,24.5,80.83,4.7,60.81,7.87,93.55,7.49,86.44,22.98,81.77,1.21,68.42,16.41,25.21,0.11,1.02,0.0,0.0,0.06,0.0,0.44,2.22,62.86,1.02,43.75,0.13,0.0,0.57,0.19,2.28,63.89,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.06,0.06,100.0,0.0,0,0.0
Liam Kitteridge,Team 45,Team 45,"LW, LAMF, LCMF",24,600000,2026-11-30,10,270,0,0.43,0,0.16,18.33,58.18,Portugal,Portugal,right,175,61,yes,8.67,5.33,68.75,2.0,33.33,0.67,1.3,0.0,4.33,8.48,0.67,0,0.0,0,0.0,5.0,0.0,0,0.0,0.14,0,0.0,2,0.67,100.0,0.0,0.0,2.67,25.0,2.33,14.29,0.33,100.0,0.33,4.0,83.33,10.67,59.38,1.33,3.67,0.33,23.67,1.33,3.33,34.0,89.22,10.33,87.1,7.33,100.0,8.33,76.0,28.33,95.29,3.33,80.0,17.13,22.92,0.05,0.67,0.33,0.0,0.33,100.0,0.33,5.33,87.5,5.0,53.33,0.67,100.0,2.33,1.0,6.0,77.78,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Caleb Crestwood,Team 45,Team 45,LCB,26,600000,2026-11-30,16,1595,0,0.62,0,0.03,8.52,58.94,Chile,Chile,right,181,73,yes,5.7,3.89,62.32,2.48,54.55,0.0,0.0,0.68,3.27,4.89,0.45,4,0.23,0,0.0,0.11,0.0,0,0.0,0.04,0,0.0,2,0.11,50.0,0.0,0.0,0.11,50.0,0.0,0.0,0.11,50.0,0.0,0.06,0.0,0.79,64.29,0.23,0.56,0.06,30.7,0.34,0.68,42.66,87.43,15.46,72.99,1.18,85.71,22.8,96.78,36.06,94.21,6.55,50.86,23.56,42.74,0.0,0.11,0.0,0.0,0.0,0.0,0.0,4.12,58.9,0.34,16.67,0.23,25.0,0.06,0.06,7.56,62.69,0,,0,,0,0.0,0.0,0.0,,,0.68,,,0.0,0.0,0.0,0.0,0,0.0
Oliver Ellwood,Team 45,Team 45,"RWF, CF",26,600000,2026-12-31,3,77,0,0.21,0,0.04,17.53,40.0,Slovakia,Slovakia,right,190,76,yes,5.84,5.84,60.0,3.51,33.33,0.0,0.0,0.0,2.34,4.29,2.34,0,0.0,0,0.0,1.17,0.0,0,0.0,0.24,0,0.0,2,2.34,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,5.84,40.0,4.68,0.0,0.0,15.19,1.17,1.17,17.53,86.67,7.01,83.33,7.01,83.33,1.17,100.0,17.53,86.67,0.0,0.0,5.49,0.0,0.04,1.17,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Xavier Harrington,Team 45,Team 45,"RCB, LCB",32,500000,2027-11-30,10,841,0,1.7,0,0.0,7.71,56.94,Ghana,Ghana,right,187,79,yes,6.42,2.46,60.87,4.28,57.5,0.11,0.17,1.07,4.82,7.54,0.96,3,0.32,0,0.0,0.11,0.0,0,0.0,0.18,0,0.0,6,0.64,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,100.0,0.32,66.67,0.96,0.32,0.0,22.69,0.21,0.11,35.32,85.15,15.73,72.79,1.39,100.0,15.73,95.24,31.03,91.72,4.17,38.46,19.42,30.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,50.0,0.43,0.0,0.0,0.0,0.11,0.0,5.14,66.67,0,,0,,0,0.0,0.0,0.0,,,1.28,,,0.0,0.0,0.0,0.0,0,0.0
